	locale	id_specialization	name	description	description_after	medical_dictionary	tokens
7745	en-US	1826	Vascular and Endovascular Surgery 			"<p>&nbsp;</p>

<p><span style=""font-size: 12px;"">Vascular and endovascular surgery is a minimally invasive pathologies bloodstream vessels, both venous blood level to level. Its indications are multiple to treat various diseases: intermittent claudication, which occurs as a result of the gradual clogging of the arteries; Showcase disease, which is the most common manifestation of atherosclerosis in the legs; aortic aneurysms, with the use of stents; construction of vascular access in chemotherapy; ovla using stents or angioplasty to achieve improved irrigation deficit in a particular area in the treatment of varices. Although it is very safe and techniques that involve little risk to the patient, they must be maintained at all times optimum aseptic conditions (extreme maximum hygiene) to prevent infection. It is also essential to know what are the most frequent complications that can occur in each case, to enable immediate treatment.</span></p>
"	['vascular', 'endovascular', 'surgeri', 'minim', 'invas', 'patholog', 'bloodstream', 'vessel', 'venou', 'blood', 'level', 'level', 'indic', 'multipl', 'treat', 'variou', 'diseas', 'intermitt', 'claudic', 'occur', 'result', 'gradual', 'clog', 'arteri', 'showcas', 'diseas', 'common', 'manifest', 'atherosclerosi', 'leg', 'aortic', 'aneurysm', 'use', 'stent', 'construct', 'vascular', 'access', 'chemotherapi', 'ovla', 'use', 'stent', 'angioplasti', 'achiev', 'improv', 'irrig', 'deficit', 'particular', 'area', 'treatment', 'varic', 'although', 'veri', 'safe', 'techniqu', 'involv', 'littl', 'risk', 'patient', 'must', 'maintain', 'time', 'optimum', 'asept', 'condit', 'extrem', 'maximum', 'hygien', 'prevent', 'infect', 'It', 'also', 'essenti', 'know', 'frequent', 'complic', 'occur', 'case', 'enabl', 'immedi', 'treatment']
7752	en-US	1821	Androgyny 			"<p>The androgyny, or hyperandrogenism, is a disorder characterized by an excessive presence of androgens in women. Androgens are male sex hormones (testosterone, androsterone, androstenedione ). When present in excess in women, causes the development of certain male characteristics or bodily changes: increased body hair (hirsutism ), alopecia, acne or seborrhea, disturbances in the menstrual cycle, elimination of ovulation, serious&amp;hellip voice: The main causes of this disorder include polycystic ovarian syndrome, a malfunction of the adrenal gland, an enzyme deficiency during pregnancy ( placental aromaterasa, when the disorder is gestational origin), or the administration of some drugs. The treatment of this pathology depends on the cause that gives rise.</p>
"	['androgyni', 'hyperandrogen', 'disord', 'character', 'excess', 'presenc', 'androgen', 'women', 'androgen', 'male', 'sex', 'hormon', 'testosteron', 'androsteron', 'androstenedion', 'present', 'excess', 'women', 'caus', 'develop', 'certain', 'male', 'characterist', 'bodili', 'chang', 'increas', 'bodi', 'hair', 'hirsut', 'alopecia', 'acn', 'seborrhea', 'disturb', 'menstrual', 'cycl', 'elimin', 'ovul', 'seriou', 'hellip', 'voic', 'main', 'caus', 'thi', 'disord', 'includ', 'polycyst', 'ovarian', 'syndrom', 'malfunct', 'adren', 'gland', 'enzym', 'defici', 'dure', 'pregnanc', 'placent', 'aromaterasa', 'disord', 'gestat', 'origin', 'administr', 'drug', 'treatment', 'thi', 'patholog', 'depend', 'caus', 'give', 'rise']
7760	en-US	1823	Hyperfunction of the adrenal cortex 			<p> Hyperfunction of the adrenal cortex </p>	['hyperfunct', 'adren', 'cortex']
7764	en-US	1824	Overactive adrenal medulla 			<p> Overactive adrenal medulla </p>	['overact', 'adren', 'medulla']
7780	en-US	1827	Lips Surgery 			"<p>&nbsp;</p>

<p>Surgery lips and smile, also known as cheiloplasty or quelloplastia is a procedure performed to improve the proportion, shape and harmony of the lips. Depending on the purpose, different types of operation lips augmentation cheiloplasty, which aims to increase the thickness of the lips using various techniques implants or grafts (which may be the patient&#39;s own fat or other substances such as collagen or Goretex); cheiloplasty reduction applied in too thick lips; lips or restorative surgery, which corrects defects or congenital or acquired anatomical changes. This type of operation does not leave visible scars to practice them as the incision is made inside the mouth.</p>
"	['surgeri', 'lip', 'smile', 'also', 'known', 'cheiloplasti', 'quelloplastia', 'procedur', 'perform', 'improv', 'proport', 'shape', 'harmoni', 'lip', 'depend', 'purpos', 'differ', 'type', 'oper', 'lip', 'augment', 'cheiloplasti', 'aim', 'increas', 'thick', 'lip', 'use', 'variou', 'techniqu', 'implant', 'graft', 'may', 'patient', 'fat', 'substanc', 'collagen', 'goretex', 'cheiloplasti', 'reduct', 'appli', 'thick', 'lip', 'lip', 'restor', 'surgeri', 'correct', 'defect', 'congenit', 'acquir', 'anatom', 'chang', 'thi', 'type', 'oper', 'doe', 'leav', 'visibl', 'scar', 'practic', 'incis', 'made', 'insid', 'mouth']
7783	en-US	1842	Gingival recession therapy			"<p>&nbsp;</p>

<p>Gingival therapy is the treatment to patients with gingivitis, ie, inflammation and infection of the gums by scaling and plates. Such therapy requires the intervention of the dentist and good personal hygiene. The first goal of treatment is to reduce inflammation in improving gingival tissues. It starts with a professional teeth cleaning, which is usually recommended done once or twice a year, as appropriate. Then the patient must follow a deep hygiene applying proper brushing and flossing. Moreover, it is generally recommended mouthwash with antibacterial liquid. The dentist may also recommend repair or replace misaligned teeth braces (if the patient wear braces), for example.</p>
"	['gingiv', 'therapi', 'treatment', 'patient', 'gingiv', 'ie', 'inflamm', 'infect', 'gum', 'scale', 'plate', 'therapi', 'requir', 'intervent', 'dentist', 'good', 'person', 'hygien', 'first', 'goal', 'treatment', 'reduc', 'inflamm', 'improv', 'gingiv', 'tissu', 'It', 'start', 'profession', 'teeth', 'clean', 'usual', 'recommend', 'done', 'onc', 'twice', 'year', 'appropri', 'patient', 'must', 'follow', 'deep', 'hygien', 'appli', 'proper', 'brush', 'floss', 'moreov', 'gener', 'recommend', 'mouthwash', 'antibacteri', 'liquid', 'dentist', 'may', 'also', 'recommend', 'repair', 'replac', 'misalign', 'teeth', 'brace', 'patient', 'wear', 'brace', 'exampl']
7785	en-US	1828	Hyperactivity Disorder (ADHD) 			"<p>Disorder Attention Deficit Hyperactivity Disorder (ADHD) is a behavioral disorder that begins in childhood and is characterized by an excessive increase in impulsivity, hyperactivity, as well as difficulty sustaining attention in an activity for a period of time I continued. When this type of behavior is persistent, more frequent and higher than usual in children of age intensity, ends up affecting their school performance and their relations in various areas of their lives. According to the predominant symptoms in the child, the three types of ADHD are the inattentive (inattention), the hyperactive-impulsive, and combined, to comply with symptomatology of both types simultaneously. The origin of this disease is highly genetic and is due to a malfunction of some neurotransmitters (messengers) of the area of ​​the brain responsible for executive system that dominates the ability of concentration and attention. Moreover, in many cases, children affected by ADHD also suffer from other disorders such as depression, anxiety or learning disorders. Therefore, it is important to establish proper treatment appropriate to each patient&#39;s diagnosis, but usually psychotherapy with specialized academic support and guidance of parents combined.</p>
"	['disord', 'attent', 'deficit', 'hyperact', 'disord', 'adhd', 'behavior', 'disord', 'begin', 'childhood', 'character', 'excess', 'increas', 'impuls', 'hyperact', 'well', 'difficulti', 'sustain', 'attent', 'activ', 'period', 'time', 'I', 'continu', 'thi', 'type', 'behavior', 'persist', 'frequent', 'higher', 'usual', 'children', 'age', 'intens', 'end', 'affect', 'school', 'perform', 'relat', 'variou', 'area', 'live', 'accord', 'predomin', 'symptom', 'child', 'three', 'type', 'adhd', 'inattent', 'inattent', 'combin', 'compli', 'symptomatolog', 'type', 'simultan', 'origin', 'thi', 'diseas', 'highli', 'genet', 'due', 'malfunct', 'neurotransmitt', 'messeng', 'area', 'brain', 'respons', 'execut', 'system', 'domin', 'abil', 'concentr', 'attent', 'moreov', 'mani', 'case', 'children', 'affect', 'adhd', 'also', 'suffer', 'disord', 'depress', 'anxieti', 'learn', 'disord', 'therefor', 'import', 'establish', 'proper', 'treatment', 'appropri', 'patient', 'diagnosi', 'usual', 'psychotherapi', 'special', 'academ', 'support', 'guidanc', 'parent', 'combin']
7791	en-US	1829	Oncology psycology			"<div>&nbsp;</div>

<div>Oncological psychology is a branch of psychology charge of the study and psychotherapy of patients with cancer and their families, offering them the tools to cope with the diagnosis and treatment of any type of cancer. Through psychotherapy, the therapist guides and gives emotional support to patients at all stages of the disease, especially for adaptation to psychological and physical disorders that involve treatments and surgical operations (such as hair loss caused by chemotherapy, or breast removal in the case of breast cancer). Furthermore, in the event that the type of cancer or its late detection not allow a diagnosis nor a hopeful patient or curative treatment, oncological psychology is concerned with the support and guidance of the family throughout the process of illness and bereavement detecting own development processes such pathological reactions.</div>
"	['oncolog', 'psycholog', 'branch', 'psycholog', 'charg', 'studi', 'psychotherapi', 'patient', 'cancer', 'famili', 'offer', 'tool', 'cope', 'diagnosi', 'treatment', 'ani', 'type', 'cancer', 'psychotherapi', 'therapist', 'guid', 'give', 'emot', 'support', 'patient', 'stage', 'diseas', 'especi', 'adapt', 'psycholog', 'physic', 'disord', 'involv', 'treatment', 'surgic', 'oper', 'hair', 'loss', 'caus', 'chemotherapi', 'breast', 'remov', 'case', 'breast', 'cancer', 'furthermor', 'event', 'type', 'cancer', 'late', 'detect', 'allow', 'diagnosi', 'hope', 'patient', 'cur', 'treatment', 'oncolog', 'psycholog', 'concern', 'support', 'guidanc', 'famili', 'throughout', 'process', 'ill', 'bereav', 'detect', 'develop', 'process', 'patholog', 'reaction']
7797	en-US	1831	Pre-gangrene Treatment 			"<div>&nbsp;</div>

<div><span style=""font-size: 12px;"">Gangrene is a process in which living tissue (skin, muscle or bone) dies and enters putrefaction. The most affected parts are often the extremities (legs, arms, fingers) but can also affect internal organs such as the intestine, gallbladder, or any body with lack of blood supply, causing the growth in the area of certain types of bacteria destroy tissue. You can also produce a gangrene after freezing, exposure to extreme cold, or a vascular complication of diabetes. Clinically, it is manifested by numbness, tingling, severe pain and discoloration of the affected area. In the treatment of pre-gangrene is important to consider a range of measures to prevent the final state of putrefaction to be reached tissue (gangrene): maintain good control of diabetes, balanced diet, the most extreme precautions against the significant drop in temperatures, preventing any infection, and avoid snuff, among others.</span></div>
"	['gangren', 'process', 'live', 'tissu', 'skin', 'muscl', 'bone', 'die', 'enter', 'putrefact', 'affect', 'part', 'often', 'extrem', 'leg', 'arm', 'finger', 'also', 'affect', 'intern', 'organ', 'intestin', 'gallbladd', 'ani', 'bodi', 'lack', 'blood', 'suppli', 'caus', 'growth', 'area', 'certain', 'type', 'bacteria', 'destroy', 'tissu', 'also', 'produc', 'gangren', 'freez', 'exposur', 'extrem', 'cold', 'vascular', 'complic', 'diabet', 'clinic', 'manifest', 'numb', 'tingl', 'sever', 'pain', 'discolor', 'affect', 'area', 'In', 'treatment', 'import', 'consid', 'rang', 'measur', 'prevent', 'final', 'state', 'putrefact', 'reach', 'tissu', 'gangren', 'maintain', 'good', 'control', 'diabet', 'balanc', 'diet', 'extrem', 'precaut', 'signific', 'drop', 'temperatur', 'prevent', 'ani', 'infect', 'avoid', 'snuff', 'among']
7801	en-US	1832	Penile Prosthesis 			"<p>&nbsp;</p>

<p>A prosthesis is specially designed to replace a body part either missing or to make it work better device. In the case of penile prosthesis it serves to hold this body straightening and also helps them erections last longer. When other medical treatments for impotence have not proved satisfactory and comfortable, the penile prosthesis is often a good choice. There are two main groups: the flexible and inflatable. The first, of silicone or polyurethane, are introduced into number two within the corpora cavernosa of the penis, allowing an erection firm enough for penetration to occur. The size of the prosthesis fits the penis, and all parts are invisible as are inserted under the skin. Such air or hydraulic work by a similar mechanism that occurs during erection and allow natural sagging state. The choice of one type or another depending on the type of patient.</p>
"	['A', 'prosthesi', 'special', 'design', 'replac', 'bodi', 'part', 'either', 'miss', 'make', 'work', 'better', 'devic', 'In', 'case', 'penil', 'prosthesi', 'serv', 'hold', 'thi', 'bodi', 'straighten', 'also', 'help', 'erect', 'last', 'longer', 'medic', 'treatment', 'impot', 'prove', 'satisfactori', 'comfort', 'penil', 'prosthesi', 'often', 'good', 'choic', 'two', 'main', 'group', 'flexibl', 'inflat', 'first', 'silicon', 'polyurethan', 'introduc', 'number', 'two', 'within', 'corpora', 'cavernosa', 'peni', 'allow', 'erect', 'firm', 'enough', 'penetr', 'occur', 'size', 'prosthesi', 'fit', 'peni', 'part', 'invis', 'insert', 'skin', 'air', 'hydraul', 'work', 'similar', 'mechan', 'occur', 'dure', 'erect', 'allow', 'natur', 'sag', 'state', 'choic', 'one', 'type', 'anoth', 'depend', 'type', 'patient']
7821	en-US	1837	Cholelithiasis surgery			"<p>Cholelithiasis, commonly conocidad as gallstones or gallstones, is the formation of stones in the biliary tract especially in the gallbladder. They are growths of solid materials that can have different sizes, even going to fill the bladder. Most of these stones are composed of cholesterol crystals, the remainder are gallstones consituyen mainly pgimentarios and bile pigments and other compounds. At the time gallstones starts producing symptoms in the patient resorts to a surgical treatment involving the extirpation of the gallbladder ( cholecystectomy ).</p>
"	['cholelithiasi', 'commonli', 'conocidad', 'gallston', 'gallston', 'format', 'stone', 'biliari', 'tract', 'especi', 'gallbladd', 'growth', 'solid', 'materi', 'differ', 'size', 'even', 'go', 'fill', 'bladder', 'stone', 'compos', 'cholesterol', 'crystal', 'remaind', 'gallston', 'consituyen', 'mainli', 'pgimentario', 'bile', 'pigment', 'compound', 'At', 'time', 'gallston', 'start', 'produc', 'symptom', 'patient', 'resort', 'surgic', 'treatment', 'involv', 'extirp', 'gallbladd', 'cholecystectomi']
